회사명,종목코드,업종,업종2,업종PER,PER,PBR
정산애강,022220,플라스틱제품 제조업,건축제품,-47.58,23.07,1.15
진도,088790,기타 전문 도매업,"섬유,의류,신발,호화품",33.35,N/A,N/A
에이스테크,088800,통신 및 방송 장비 제조업,통신장비,-92.63,N/A,N/A
맥쿼리인프라,088980,신탁업 및 집합투자업,N/A,N/A,N/A,N/A
롯데쇼핑,023530,종합 소매업,백화점과일반상점,-28.81,N/A,N/A
셀트리온제약,068760,의약품 제조업,제약,99.58,438.07,21.75
GST,083450,특수 목적용 기계 제조업,반도체와반도체장비,20.53,10.16,1.67
에너토크,019990,일반 목적용 기계 제조업,기계,-29.49,37.44,1.11
제우스,079370,특수 목적용 기계 제조업,반도체와반도체장비,20.53,20.82,1.15
한일네트웍스,046110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",IT서비스,24.96,7.58,0.83
뉴프렉스,085670,전자부품 제조업,전자장비와기기,65.66,N/A,N/A
유진테크,084370,특수 목적용 기계 제조업,반도체와반도체장비,20.53,N/A,N/A
크리스탈지노믹스,083790,자연과학 및 공학 연구개발업,생명과학도구및서비스,38.27,N/A,N/A
바이오니아,064550,의료용품 및 기타 의약 관련제품 제조업,생물공학,-54.63,22.45,8.40
헬릭스미스,084990,자연과학 및 공학 연구개발업,생물공학,-54.63,N/A,N/A
인콘,083640,통신 및 방송 장비 제조업,전자장비와기기,65.66,N/A,N/A
차바이오텍,085660,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,N/A,N/A
현대글로비스,086280,기타 운송관련 서비스업,항공화물운송과물류,12.60,11.72,1.59
대봉엘에스,078140,의약품 제조업,제약,99.58,17.14,1.10
와이엔텍,067900,폐기물 처리업,해운사,116.29,10.84,1.78
케이엠,083550,기타 섬유제품 제조업,반도체와반도체장비,20.53,3.87,1.04
티비에이치글로벌,084870,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
수성,084180,일반 목적용 기계 제조업,기계,-29.49,N/A,N/A
하나금융지주,086790,기타 금융업,은행,4.87,4.49,0.35
한국코퍼레이션,050540,기타 사업지원 서비스업,상업서비스와공급품,24.90,4.70,0.42
제일연마,001560,기타 비금속 광물제품 제조업,비철금속,21.86,17.24,0.63
모다이노칩,080420,"섬유, 의복, 신발 및 가죽제품 소매업",전자장비와기기,65.66,58.10,0.85
비에이치아이,083650,일반 목적용 기계 제조업,기계,-29.49,14.92,1.03
EMW,079190,통신 및 방송 장비 제조업,핸드셋,-202.00,N/A,N/A
GV,045890,전구 및 조명장치 제조업,디스플레이장비및부품,86.49,N/A,N/A
현대리바트,079430,가구 제조업,가구,21.96,14.27,0.73
비보존 헬스케어,082800,반도체 제조업,디스플레이장비및부품,86.49,N/A,N/A
자연과환경,043910,환경 정화 및 복원업,상업서비스와공급품,24.90,N/A,N/A
와토스코리아,079000,플라스틱제품 제조업,건축제품,-47.58,58.91,0.62
대한제강,084010,1차 철강 제조업,철강,41.60,4.29,0.54
인프라웨어,041020,소프트웨어 개발 및 공급업,소프트웨어,86.51,N/A,N/A
OQP,078590,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
서린바이오,038070,기타 전문 도매업,생물공학,-54.63,25.78,1.70
새론오토모티브,075180,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
그린케미칼,083420,기타 화학제품 제조업,화학,69.00,29.01,2.76
가비아,079940,소프트웨어 개발 및 공급업,IT서비스,24.96,17.86,2.46
덕산하이메탈,077360,반도체 제조업,반도체와반도체장비,20.53,17.13,1.13
아바코,083930,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,11.99,1.33
하나마이크론,067310,반도체 제조업,반도체와반도체장비,20.53,N/A,N/A
엘오티베큠,083310,특수 목적용 기계 제조업,반도체와반도체장비,20.53,33.18,1.73
코스나인,082660,통신 및 방송 장비 제조업,핸드셋,-202.00,N/A,N/A
이상네트웍스,080010,상품 중개업,인터넷과카탈로그소매,20.09,8.17,0.66
대상홀딩스,084690,기타 금융업,식품,29.07,3.08,0.57
아리온,058220,통신 및 방송 장비 제조업,전자제품,41.38,N/A,N/A
코아스,071950,가구 제조업,가구,21.96,N/A,N/A
메디포스트,078160,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,N/A,N/A
우리바이오,082850,전구 및 조명장치 제조업,디스플레이장비및부품,86.49,11.57,2.12
모두투어,080160,여행사 및 기타 여행보조 서비스업,"호텔,레스토랑,레저",-25.26,N/A,N/A
이월드,084680,유원지 및 기타 오락관련 서비스업,"호텔,레스토랑,레저",-25.26,N/A,N/A
동양고속,084670,육상 여객 운송업,도로와철도운송,54.64,4.97,0.54
한미반도체,042700,특수 목적용 기계 제조업,반도체와반도체장비,20.53,22.63,3.84
가온미디어,078890,통신 및 방송 장비 제조업,전자제품,41.38,30.41,1.21
쏠리드,050890,통신 및 방송 장비 제조업,통신장비,-92.63,167.76,4.43
동일산업,004890,1차 철강 제조업,철강,41.60,72.89,0.47
옵트론텍,082210,사진장비 및 광학기기 제조업,전자장비와기기,65.66,40.18,2.16
젬백스,082270,특수 목적용 기계 제조업,반도체와반도체장비,20.53,N/A,N/A
플랜티넷,075130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,86.51,24.46,0.77
에스제이케이,080440,기타 전문 도매업,자동차부품,46.67,N/A,N/A
삼호개발,010960,기반조성 및 시설물 축조관련 전문공사업,건설,7.01,6.98,0.57
금호타이어,073240,고무제품 제조업,자동차부품,46.67,N/A,N/A
이노와이어리스,073490,통신 및 방송 장비 제조업,통신장비,-92.63,23.03,3.37
인베니아,079950,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,N/A,N/A
동양이엔피,079960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기제품,206.26,5.72,0.63
제주반도체,080220,반도체 제조업,반도체와반도체장비,20.53,N/A,N/A
한창산업,079170,1차 비철금속 제조업,비철금속,21.86,21.38,0.72
디이엔티,079810,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,N/A,N/A
에스엔유,080000,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,16.79,1.14
iMBC,052220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",방송과엔터테인먼트,-19.04,125.23,2.39
서산,079650,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,N/A,N/A
KMH하이텍,052900,플라스틱제품 제조업,반도체와반도체장비,20.53,28.39,1.17
손오공,066910,기타 전문 도매업,레저용장비와제품,-33.68,N/A,N/A
미래컴퍼니,049950,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,N/A,N/A
아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",통신장비,-92.63,229.71,1.71
CJ CGV,079160,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,N/A,N/A
일진다이아,081000,기타 화학제품 제조업,비철금속,21.86,103.78,4.07
메가스터디,072870,"서적, 잡지 및 기타 인쇄물 출판업",교육서비스,-19.84,9.17,0.48
케이에스피,073010,일반 목적용 기계 제조업,조선,-22.00,42.16,2.35
KG모빌리언스,046440,소프트웨어 개발 및 공급업,IT서비스,24.96,19.30,1.33
대주전자재료,078600,전자부품 제조업,전자장비와기기,65.66,149.84,7.91
텔레칩스,054450,반도체 제조업,반도체와반도체장비,20.53,N/A,N/A
HB테크놀러지,078150,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,11.75,1.12
도이치모터스,067990,자동차 판매업,전문소매,-15.23,9.27,0.74
유니드,014830,기초 화학물질 제조업,화학,69.00,7.14,0.63
토비스,051360,영상 및 음향기기 제조업,디스플레이장비및부품,86.49,180.98,0.59
제넨바이오,072520,폐기물 처리업,상업서비스와공급품,24.90,N/A,N/A
상신브레이크,041650,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
국일제지,078130,기타 종이 및 판지 제품 제조업,종이와목재,41.06,N/A,N/A
DMS,068790,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,12.59,1.04
인팩,023810,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
코드네이처,078940,전기 및 통신 공사업,에너지장비및서비스,-35.73,N/A,N/A
시너지이노베이션,048870,의료용 기기 제조업,건강관리장비와용품,208.42,N/A,N/A
신성델타테크,065350,가정용 기기 제조업,가정용기기와용품,15.82,72.03,1.90
GS,078930,기타 금융업,석유와가스,-13.96,N/A,N/A
유니퀘스트,077500,기계장비 및 관련 물품 도매업,반도체와반도체장비,20.53,25.00,1.59
다스코,058730,"구조용 금속제품, 탱크 및 증기발생기 제조업",건축제품,-47.58,N/A,N/A
한국경제TV,039340,텔레비전 방송업,방송과엔터테인먼트,-19.04,8.11,1.00
LG디스플레이,034220,전자부품 제조업,디스플레이패널,-3.72,N/A,N/A
다날,064260,소프트웨어 개발 및 공급업,IT서비스,24.96,30.91,1.43
텔코웨어,078000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",소프트웨어,86.51,41.61,0.61
형지I&C,011080,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
휘닉스소재,050090,전자부품 제조업,디스플레이장비및부품,86.49,N/A,N/A
코엔텍,029960,폐기물 처리업,상업서비스와공급품,24.90,18.78,3.00
YBM넷,057030,교육지원 서비스업,교육서비스,-19.84,N/A,N/A
CS,065770,통신 및 방송 장비 제조업,통신장비,-92.63,"2,680.00",2.29
아미노로직스,074430,기타 전문 도매업,제약,99.58,N/A,N/A
테라젠이텍스,066700,의약품 제조업,제약,99.58,7.98,0.73
디에이피,066900,전자부품 제조업,전자장비와기기,65.66,28.84,0.72
한양디지텍,078350,반도체 제조업,반도체와반도체장비,20.53,N/A,N/A
STX엔진,077970,일반 목적용 기계 제조업,조선,-22.00,N/A,N/A
동국알앤에스,075970,기타 비금속 광물제품 제조업,비철금속,21.86,21.93,0.74
라이트론,069540,통신 및 방송 장비 제조업,통신장비,-92.63,N/A,N/A
듀오백,073190,가구 제조업,가구,21.96,N/A,N/A
삼진엘앤디,054090,그외 기타 제품 제조업,디스플레이장비및부품,86.49,N/A,N/A
에스텍파마,041910,의약품 제조업,제약,99.58,12.57,1.26
NICE,034310,회사 본부 및 경영 컨설팅 서비스업,상업서비스와공급품,24.90,255.07,0.94
대교,019680,초등 교육기관,교육서비스,-19.84,N/A,N/A
에이팸,073070,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
한류타임즈,039670,"서적, 잡지 및 기타 인쇄물 출판업",출판,30.57,14.84,1.33
세진티에스,067770,전자부품 제조업,디스플레이장비및부품,86.49,27.59,1.10
한솔인티큐브,070590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,18.29,1.76
WI,073570,특수 목적용 기계 제조업,반도체와반도체장비,20.53,162.50,3.02
테라사이언스,073640,기타 금속 가공제품 제조업,기계,-29.49,N/A,N/A
우주일렉트로,065680,전자부품 제조업,핸드셋,-202.00,25.89,1.44
필로시스헬스케어,057880,"섬유, 의복, 신발 및 가죽제품 소매업",건강관리장비와용품,208.42,N/A,N/A
기업은행,024110,은행 및 저축기관,은행,4.87,4.33,0.28
이엔플러스,074610,일반 목적용 기계 제조업,기계,-29.49,N/A,N/A
드림어스컴퍼니,060570,기타 전문 도매업,방송과엔터테인먼트,-19.04,N/A,N/A
버킷스튜디오,066410,"영화, 비디오물, 방송프로그램 제작 및 배급업",IT서비스,24.96,N/A,N/A
아프리카TV,067160,소프트웨어 개발 및 공급업,양방향미디어와서비스,136.40,27.85,6.65
원익QnC,074600,유리 및 유리제품 제조업,반도체와반도체장비,20.53,15.54,2.16
로체시스템즈,071280,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,12.43,1.34
에버다임,041440,특수 목적용 기계 제조업,기계,-29.49,533.33,0.44
에스텍,069510,영상 및 음향기기 제조업,전자장비와기기,65.66,11.92,0.61
오텍,067170,자동차 재제조 부품 제조업,가정용기기와용품,15.82,216.39,1.29
키이스트,054780,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,45.25,6.42
한솔홈데코,025750,제재 및 목재 가공업,건축자재,36.34,N/A,N/A
중앙백신,072020,기초 의약물질 및 생물학적 제제 제조업,제약,99.58,33.70,1.84
휴비츠,065510,의료용 기기 제조업,건강관리장비와용품,208.42,N/A,N/A
우리산업홀딩스,072470,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
디지털대성,068930,일반 교습 학원,교육서비스,-19.84,14.43,1.65
코스온,069110,기타 화학제품 제조업,화장품,89.76,N/A,N/A
이수페타시스,007660,전자부품 제조업,전자장비와기기,65.66,N/A,N/A
강원랜드,035250,유원지 및 기타 오락관련 서비스업,"호텔,레스토랑,레저",-25.26,N/A,N/A
유아이디,069330,전자부품 제조업,디스플레이장비및부품,86.49,N/A,N/A
티씨케이,064760,기타 비금속 광물제품 제조업,반도체와반도체장비,20.53,33.87,7.55
YG PLUS,037270,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",방송과엔터테인먼트,-19.04,N/A,N/A
아모텍,052710,전자부품 제조업,핸드셋,-202.00,N/A,N/A
농심홀딩스,072710,기타 금융업,식품,29.07,5.59,0.36
웰크론,065950,직물직조 및 직물제품 제조업,건설,7.01,N/A,N/A
파워로직스,047310,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기제품,206.26,N/A,N/A
한국금융지주,071050,기타 금융업,증권,6.53,7.92,0.95
네스엠,056000,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,N/A,N/A
이라이콤,041520,상품 중개업,디스플레이장비및부품,86.49,11.94,0.80
녹원씨엔아이,065560,인쇄 및 인쇄관련 산업,화학,69.00,N/A,N/A
유엔젤,072130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",IT서비스,24.96,N/A,N/A
SBS,034120,텔레비전 방송업,방송과엔터테인먼트,-19.04,N/A,N/A
홈캐스트,064240,영상 및 음향기기 제조업,전자제품,41.38,N/A,N/A
씨씨에스,066790,텔레비전 방송업,방송과엔터테인먼트,-19.04,N/A,N/A
웹젠,069080,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,21.67,3.02
엔씨소프트,036570,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,40.19,6.59
하이스틸,071090,1차 철강 제조업,철강,41.60,N/A,N/A
대화제약,067080,의약품 제조업,제약,99.58,81.63,2.83
우수AMS,066590,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
JW신약,067290,의약품 제조업,제약,99.58,N/A,N/A
하츠,066130,가정용 기기 제조업,가정용기기와용품,15.82,22.20,1.50
SBS콘텐츠허브,046140,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,33.64,0.84
빅텍,065450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",우주항공과국방,50.80,73.27,4.39
탑엔지니어링,065130,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,N/A,N/A
DSR제강,069730,1차 철강 제조업,철강,41.60,12.38,0.46
이루온,065440,소프트웨어 개발 및 공급업,IT서비스,24.96,N/A,N/A
태경케미컬,006890,기초 화학물질 제조업,화학,69.00,14.07,1.36
재영솔루텍,049630,사진장비 및 광학기기 제조업,핸드셋,-202.00,N/A,N/A
한국큐빅,021650,플라스틱제품 제조업,자동차부품,46.67,9.21,1.08
인터플렉스,051370,전자부품 제조업,전자장비와기기,65.66,N/A,N/A
메디프론,065650,기계장비 및 관련 물품 도매업,컴퓨터와주변기기,-34.95,N/A,N/A
삼영이엔씨,065570,통신 및 방송 장비 제조업,조선,-22.00,N/A,N/A
브레인콘텐츠,066980,기타 정보 서비스업,IT서비스,24.96,N/A,N/A
리더스코스메틱,016100,기타 화학제품 제조업,화장품,89.76,N/A,N/A
한농화성,011500,기타 화학제품 제조업,화학,69.00,20.18,1.92
케이피엠테크,042040,기타 화학제품 제조업,화학,69.00,N/A,N/A
엘앤에프,066970,일차전지 및 축전지 제조업,전기제품,206.26,N/A,N/A
디스플레이텍,066670,전자부품 제조업,핸드셋,-202.00,17.29,0.50
와이오엠,066430,기타 전문 도매업,화학,69.00,N/A,N/A
초록뱀,047820,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,N/A,N/A
에프앤리퍼블릭,064090,상품 종합 도매업,화장품,89.76,N/A,N/A
쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,31.85,1.40
NE능률,053290,"서적, 잡지 및 기타 인쇄물 출판업",교육서비스,-19.84,N/A,N/A
바른전자,064520,반도체 제조업,반도체와반도체장비,20.53,N/A,N/A
현대백화점,069960,종합 소매업,백화점과일반상점,-28.81,16.78,0.43
KG이니시스,035600,소프트웨어 개발 및 공급업,IT서비스,24.96,12.42,1.74
넥스트BT,065170,음·식료품 및 담배 도매업,제약,99.58,N/A,N/A
대호에이엘,069460,1차 비철금속 제조업,비철금속,21.86,N/A,N/A
파라다이스,034230,유원지 및 기타 오락관련 서비스업,"호텔,레스토랑,레저",-25.26,N/A,N/A
대웅제약,069620,의약품 제조업,제약,99.58,N/A,N/A
