회사명,종목코드,업종,업종1,업종2,PER,업종PER,PBR
신세계I&C,035510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KSE  코스피 서비스업,FICS  IT 서비스,22.11,62.18,1.15
진바이오텍,086060,동물용 사료 및 조제식품 제조업,KOSDAQ  코스닥 제조,FICS  제약,53.69,265.86,0.97
정산애강,022220,플라스틱제품 제조업,KOSDAQ  코스닥 제조,FICS  건축자재,8.59,265.86,1.19
진도,088790,기타 전문 도매업,KSE  코스피 유통업,FICS  섬유 및 의복,-,31.64,0.49
에이스테크,088800,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  통신장비,-,79.95,9.35
맥쿼리인프라,088980,신탁업 및 집합투자업,KSE  코스피 금융업,FICS  운송인프라,-,8.14,-
롯데쇼핑,023530,종합 소매업,KSE  코스피 유통업,FICS  도소매,-,31.64,0.32
셀트리온제약,068760,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,719.60,265.86,22.02
GST,083450,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,10.43,79.95,1.83
에너토크,019990,일반 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,89.64,265.86,1.06
제우스,079370,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  반도체 및 관련장비,20.10,265.86,1.24
한일네트웍스,046110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,8.28,63.90,0.87
뉴프렉스,085670,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,-,79.95,0.91
유진테크,084370,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,157.34,79.95,3.70
크리스탈지노믹스,083790,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  바이오,-,-,4.11
바이오니아,064550,의료용품 및 기타 의약 관련제품 제조업,KOSDAQ  코스닥 제조,FICS  바이오,-,265.86,14.80
헬릭스미스,084990,자연과학 및 공학 연구개발업,KOSDAQ  코스닥 기타서비스,FICS  바이오,-,-,4.06
인콘,083640,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  보안장비,-,79.95,1.36
차바이오텍,085660,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,20.82,265.86,2.54
현대글로비스,086280,기타 운송관련 서비스업,KSE  코스피 운수창고,FICS  육상운수,15.01,-,1.61
대봉엘에스,078140,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,19.94,265.86,1.41
와이엔텍,067900,폐기물 처리업,KOSDAQ  코스닥 기타서비스,FICS  해상운수,15.61,-,2.13
케이엠,083550,기타 섬유제품 제조업,KOSDAQ  코스닥 제조,FICS  반도체 및 관련장비,18.97,265.86,1.44
티비에이치글로벌,084870,봉제의복 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,-,48.70,0.33
수성,084180,일반 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,1.89
하나금융지주,086790,기타 금융업,KSE  코스피 금융업,FICS  상업은행,4.56,8.49,0.38
한국코퍼레이션,050540,기타 사업지원 서비스업,KOSDAQ  코스닥 기타서비스,FICS  상업서비스,-,-,0.29
제일연마,001560,기타 비금속 광물제품 제조업,KSE  코스피 비금속광물,FICS  금속 및 광물,11.02,41.94,0.70
모다이노칩,080420,"섬유, 의복, 신발 및 가죽제품 소매업",KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,56.57,79.95,0.85
비에이치아이,083650,일반 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  에너지 시설 및 서비스,-,265.86,1.03
EMW,079190,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,274.70,79.95,2.93
GV,045890,전구 및 조명장치 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,-,265.86,0.36
현대리바트,079430,가구 제조업,KSE  코스피 제조업,FICS  내구소비재,17.99,36.72,0.76
비보존 헬스케어,082800,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,2.03
자연과환경,043910,환경 정화 및 복원업,KOSDAQ  코스닥 기타서비스,FICS  상업서비스,-,-,1.63
와토스코리아,079000,플라스틱제품 제조업,KOSDAQ  코스닥 제조,FICS  건축자재,25.24,265.86,0.62
대한제강,084010,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,10.67,16.61,0.67
인프라웨어,041020,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,-,63.90,2.77
OQP,078590,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,-,265.86,10.89
서린바이오,038070,기타 전문 도매업,KOSDAQ  코스닥 유통,FICS  바이오,11.73,428.28,1.69
새론오토모티브,075180,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,-,26.97,0.58
그린케미칼,083420,기타 화학제품 제조업,KSE  코스피 화학,FICS  화학,56.55,65.84,2.86
가비아,079940,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  인터넷 서비스,19.48,63.90,2.78
덕산하이메탈,077360,반도체 제조업,KOSDAQ  코스닥 제조,FICS  반도체 및 관련장비,23.85,265.86,1.23
아바코,083930,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,12.00,265.86,1.62
하나마이크론,067310,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,-,79.95,1.95
엘오티베큠,083310,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,127.02,79.95,1.84
코스나인,082660,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,-,79.95,2.38
이상네트웍스,080010,상품 중개업,KOSDAQ  코스닥 IT S/W & SVC,FICS  인터넷 서비스,7.35,63.90,0.70
대상홀딩스,084690,기타 금융업,KSE  코스피 금융업,FICS  식료품,5.24,8.49,0.65
아리온,058220,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  셋톱 박스,-,79.95,0.02
코아스,071950,가구 제조업,KSE  코스피 제조업,FICS  내구소비재,17.05,36.72,1.47
메디포스트,078160,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  바이오,-,265.86,5.26
우리바이오,082850,전구 및 조명장치 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,53.52,265.86,2.42
모두투어,080160,여행사 및 기타 여행보조 서비스업,KOSDAQ  코스닥 기타서비스,FICS  호텔 및 레저,243.63,-,2.83
이월드,084680,유원지 및 기타 오락관련 서비스업,KSE  코스피 서비스업,FICS  호텔 및 레저,35.59,62.18,1.24
동양고속,084670,육상 여객 운송업,KSE  코스피 운수창고,FICS  육상운수,2.07,-,0.49
한미반도체,042700,특수 목적용 기계 제조업,KSE  코스피 기계,FICS  반도체 및 관련장비,57.33,75.92,4.11
가온미디어,078890,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  셋톱 박스,10.00,79.95,1.13
쏠리드,050890,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  통신장비,88.36,79.95,4.06
동일산업,004890,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,51.15,16.61,0.52
옵트론텍,082210,사진장비 및 광학기기 제조업,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,24.69,79.95,2.18
젬백스,082270,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  반도체 및 관련장비,-,265.86,9.42
플랜티넷,075130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KOSDAQ  코스닥 IT S/W & SVC,FICS  인터넷 서비스,25.06,63.90,0.79
에스제이케이,080440,기타 전문 도매업,KOSDAQ  코스닥 유통,FICS  자동차부품,-,428.28,0.50
삼호개발,010960,기반조성 및 시설물 축조관련 전문공사업,KSE  코스피 건설업,FICS  건설,5.51,7.51,0.60
금호타이어,073240,고무제품 제조업,KSE  코스피 화학,FICS  자동차부품,-,65.84,0.93
이노와이어리스,073490,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  통신장비,23.83,79.95,3.87
인베니아,079950,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,51.43,265.86,1.24
동양이엔피,079960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,6.52,79.95,0.71
제주반도체,080220,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,-,79.95,2.24
한창산업,079170,1차 비철금속 제조업,KOSDAQ  코스닥 제조,FICS  화학,33.22,265.86,0.74
디이엔티,079810,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,-,265.86,6.62
에스엔유,080000,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,17.95,265.86,1.18
iMBC,052220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",KOSDAQ  코스닥 IT S/W & SVC,FICS  미디어,57.08,63.90,2.34
서산,079650,"시멘트, 석회, 플라스터 및 그 제품 제조업",KOSDAQ  코스닥 제조,FICS  건축소재,-,265.86,0.71
KMH하이텍,052900,플라스틱제품 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,37.32,79.95,1.23
손오공,066910,기타 전문 도매업,KOSDAQ  코스닥 유통,FICS  레저용품,-,428.28,1.98
미래컴퍼니,049950,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,29.16,265.86,2.89
아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,-,63.90,1.51
CJ CGV,079160,"영화, 비디오물, 방송프로그램 제작 및 배급업",KSE  코스피 서비스업,FICS  미디어,-,62.18,2.33
일진다이아,081000,기타 화학제품 제조업,KSE  코스피 화학,FICS  금속 및 광물,58.19,65.84,4.10
메가스터디,072870,"서적, 잡지 및 기타 인쇄물 출판업",KOSDAQ  코스닥 제조,FICS  교육,10.63,265.86,0.48
케이에스피,073010,일반 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  조선,34.62,265.86,2.43
KG모빌리언스,046440,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  인터넷 서비스,15.58,63.90,1.18
대주전자재료,078600,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  전자 장비 및 기기,-,79.95,8.24
텔레칩스,054450,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,25.90,79.95,1.98
HB테크놀러지,078150,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,62.24,265.86,1.20
도이치모터스,067990,자동차 판매업,KOSDAQ  코스닥 유통,FICS  자동차,3.32,428.28,0.75
유니드,014830,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,7.55,65.84,0.72
토비스,051360,영상 및 음향기기 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,5.57,79.95,0.60
제넨바이오,072520,폐기물 처리업,KOSDAQ  코스닥 기타서비스,FICS  상업서비스,-,-,8.52
상신브레이크,041650,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,27.84,26.97,0.63
국일제지,078130,기타 종이 및 판지 제품 제조업,KOSDAQ  코스닥 제조,FICS  종이 및 목재,-,265.86,12.37
DMS,068790,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,11.80,265.86,1.19
인팩,023810,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,-,26.97,0.78
코드네이처,078940,전기 및 통신 공사업,KOSDAQ  코스닥 건설,FICS  에너지 시설 및 서비스,-,15.46,3.31
시너지이노베이션,048870,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,63.00,265.86,2.85
신성델타테크,065350,가정용 기기 제조업,KOSDAQ  코스닥 제조,FICS  내구소비재,39.89,265.86,1.86
GS,078930,기타 금융업,KSE  코스피 금융업,FICS  석유 및 가스,6.77,8.49,0.41
유니퀘스트,077500,기계장비 및 관련 물품 도매업,KSE  코스피 유통업,FICS  반도체 및 관련장비,14.23,31.64,1.68
다스코,058730,"구조용 금속제품, 탱크 및 증기발생기 제조업",KSE  코스피 기계,FICS  운송인프라,42.16,75.92,0.63
한국경제TV,039340,텔레비전 방송업,KOSDAQ  코스닥 통신방송서비스,FICS  미디어,9.39,21.25,1.14
LG디스플레이,034220,전자부품 제조업,"KSE  코스피 전기,전자",FICS  디스플레이 및 관련부품,-,33.32,0.74
다날,064260,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  인터넷 서비스,11.65,63.90,1.43
텔코웨어,078000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",KSE  코스피 서비스업,FICS  일반 소프트웨어,26.39,62.18,0.78
형지I&C,011080,봉제의복 제조업,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,-,265.86,3.01
휘닉스소재,050090,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,2.16
코엔텍,029960,폐기물 처리업,KOSDAQ  코스닥 기타서비스,FICS  상업서비스,18.13,-,2.86
YBM넷,057030,교육지원 서비스업,KOSDAQ  코스닥 기타서비스,FICS  교육,62.28,-,2.56
CS,065770,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  통신장비,-,79.95,2.26
아미노로직스,074430,기타 전문 도매업,KOSDAQ  코스닥 유통,FICS  제약,-,428.28,4.51
테라젠이텍스,066700,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,6.06,265.86,1.92
디에이피,066900,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,100.11,79.95,0.84
한양디지텍,078350,반도체 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,-,79.95,1.71
STX엔진,077970,일반 목적용 기계 제조업,KSE  코스피 기계,FICS  조선,9.57,75.92,0.82
동국알앤에스,075970,기타 비금속 광물제품 제조업,KOSDAQ  코스닥 제조,FICS  금속 및 광물,25.50,265.86,0.76
라이트론,069540,통신 및 방송 장비 제조업,KOSDAQ  코스닥 IT H/W,FICS  통신장비,21.48,79.95,1.75
듀오백,073190,가구 제조업,KOSDAQ  코스닥 제조,FICS  내구소비재,-,265.86,2.61
삼진엘앤디,054090,그외 기타 제품 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,162.44,79.95,1.00
에스텍파마,041910,의약품 제조업,KOSDAQ  코스닥 제조,FICS  제약,9.06,265.86,1.32
NICE,034310,회사 본부 및 경영 컨설팅 서비스업,KSE  코스피 서비스업,FICS  IT 서비스,22.96,62.18,0.98
대교,019680,초등 교육기관,KSE  코스피 서비스업,FICS  교육,24.40,62.18,0.58
에이팸,073070,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,-,265.86,0.90
한류타임즈,039670,"서적, 잡지 및 기타 인쇄물 출판업",KOSDAQ  코스닥 제조,FICS  미디어,-,265.86,-
세진티에스,067770,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,1.28
한솔인티큐브,070590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,-,63.90,1.84
WI,073570,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,81.55,79.95,2.99
테라사이언스,073640,기타 금속 가공제품 제조업,KOSDAQ  코스닥 제조,FICS  기계,-,265.86,4.30
우주일렉트로,065680,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,33.25,79.95,1.83
필로시스헬스케어,057880,"섬유, 의복, 신발 및 가죽제품 소매업",KOSDAQ  코스닥 유통,FICS  의료 장비 및 서비스,-,428.28,3.12
기업은행,024110,은행 및 저축기관,KSE  코스피 은행,FICS  상업은행,3.52,3.95,0.25
이엔플러스,074610,일반 목적용 기계 제조업,KSE  코스피 기계,FICS  기계,-,75.92,3.28
드림어스컴퍼니,060570,기타 전문 도매업,KOSDAQ  코스닥 IT S/W & SVC,FICS  미디어,-,63.90,2.54
버킷스튜디오,066410,"영화, 비디오물, 방송프로그램 제작 및 배급업",KOSDAQ  코스닥 IT S/W & SVC,FICS  미디어,-,63.90,1.31
아프리카TV,067160,소프트웨어 개발 및 공급업,KOSDAQ  코스닥 IT S/W & SVC,FICS  인터넷 서비스,28.36,63.90,7.64
원익QnC,074600,유리 및 유리제품 제조업,KOSDAQ  코스닥 제조,FICS  반도체 및 관련장비,197.22,265.86,2.41
로체시스템즈,071280,특수 목적용 기계 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,82.69,79.95,1.47
에버다임,041440,특수 목적용 기계 제조업,KOSDAQ  코스닥 제조,FICS  기계,72.59,265.86,0.44
에스텍,069510,영상 및 음향기기 제조업,KOSDAQ  코스닥 제조,FICS  내구소비재,6.76,265.86,0.69
오텍,067170,자동차 재제조 부품 제조업,KOSDAQ  코스닥 제조,FICS  기계,18.79,265.86,1.34
키이스트,054780,"영화, 비디오물, 방송프로그램 제작 및 배급업","KOSDAQ  코스닥 오락, 문화",FICS  미디어,-,-,6.39
한솔홈데코,025750,제재 및 목재 가공업,"KSE  코스피 종이,목재",FICS  종이 및 목재,-,24.35,1.06
중앙백신,072020,기초 의약물질 및 생물학적 제제 제조업,KOSDAQ  코스닥 제조,FICS  제약,88.90,265.86,1.91
휴비츠,065510,의료용 기기 제조업,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,11.88,265.86,1.00
우리산업홀딩스,072470,자동차 신품 부품 제조업,KOSDAQ  코스닥 제조,FICS  자동차부품,625.52,265.86,0.87
디지털대성,068930,일반 교습 학원,KOSDAQ  코스닥 기타서비스,FICS  교육,11.14,-,1.81
코스온,069110,기타 화학제품 제조업,KOSDAQ  코스닥 제조,FICS  개인생활용품,-,265.86,0.90
이수페타시스,007660,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,-,33.32,1.76
강원랜드,035250,유원지 및 기타 오락관련 서비스업,KSE  코스피 서비스업,FICS  호텔 및 레저,15.69,62.18,1.35
유아이디,069330,전자부품 제조업,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,-,79.95,0.66
티씨케이,064760,기타 비금속 광물제품 제조업,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,40.79,79.95,8.66
