,회사명,종목코드,업종,업종2,업종PER,PER,PBR
1243,제이스텍,090470,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,73.83,0.89
1244,동아엘텍,088130,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,9.80,0.52
1245,메타랩스,090370,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,,1.02
1246,후성,093370,기초 화학물질 제조업,화학,69.0,137.19,5.23
1247,휴온스글로벌,084110,의약품 제조업,제약,99.58,9.71,0.82
1248,케이씨티,089150,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터와주변기기,-34.95,67.69,2.45
1249,파트론,091700,전자부품 제조업,핸드셋,-202.0,40.35,1.65
1250,유니테스트,086390,특수 목적용 기계 제조업,반도체와반도체장비,20.53,20.45,3.21
1251,휴림로봇,090710,특수 목적용 기계 제조업,기계,-29.49,8.71,2.17
1252,LF,093050,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,10.64,0.35
1253,에스에이티,060540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",핸드셋,-202.0,11.64,0.77
1254,큐에스아이,066310,반도체 제조업,반도체와반도체장비,20.53,127.83,2.59
1255,멀티캠퍼스,067280,기타 교육기관,교육서비스,-19.84,18.33,1.76
1256,주연테크,044380,컴퓨터 및 주변장치 제조업,컴퓨터와주변기기,-34.95,,1.23
1257,코스맥스비티아이,044820,기타 금융업,제약,99.58,35.55,0.51
1258,이노와이즈,086250,특수 목적용 기계 제조업,자동차부품,46.67,,
1259,코세스,089890,특수 목적용 기계 제조업,반도체와반도체장비,20.53,17.21,3.91
1260,인천도시가스,034590,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,10.39,0.55
1261,성창오토텍,080470,자동차 신품 부품 제조업,자동차부품,46.67,516.11,1.76
1262,넥스턴,089140,유리 및 유리제품 제조업,기계,-29.49,31.99,1.72
1263,제이티,089790,특수 목적용 기계 제조업,반도체와반도체장비,20.53,25.73,3.09
1264,광진윈텍,090150,자동차 신품 부품 제조업,자동차부품,46.67,23.27,0.95
1265,이녹스,088390,그외 기타 운송장비 제조업,레저용장비와제품,-33.68,,0.88
1266,삼정펄프,009770,"펄프, 종이 및 판지 제조업",가정용품,14.53,3.08,0.35
1267,KEC,092220,반도체 제조업,반도체와반도체장비,20.53,,1.59
1268,KPX홀딩스,092230,기초 화학물질 제조업,화학,69.0,4.70,0.37
1269,THE E&M,089230,기타 정보 서비스업,양방향미디어와서비스,136.4,,1.82
1270,바텍,043150,의료용 기기 제조업,건강관리장비와용품,208.42,25.87,1.5
1271,한컴MDS,086960,소프트웨어 개발 및 공급업,소프트웨어,86.51,333.33,1.12
1272,HDC현대EP,089470,기타 화학제품 제조업,자동차부품,46.67,14.42,0.62
1273,루멘스,038060,반도체 제조업,디스플레이장비및부품,86.49,,1.03
1274,세원셀론텍,091090,"구조용 금속제품, 탱크 및 증기발생기 제조업",석유와가스,-13.96,,1.02
1275,CSA 코스믹,083660,기타 화학제품 제조업,화장품,89.76,,3.67
1276,티엘아이,062860,반도체 제조업,디스플레이장비및부품,86.49,91.81,1.51
1277,한국전자금융,063570,금융 지원 서비스업,IT서비스,24.96,93.68,1.02
1278,쇼박스,086980,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,77.59,1.79
1279,팬엔터테인먼트,068050,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,90.00,3.59
1280,루트로닉,085370,의료용 기기 제조업,건강관리장비와용품,208.42,,2.33
1281,인포뱅크,039290,기타 정보 서비스업,IT서비스,24.96,117.79,1.93
1282,노루페인트,090350,기타 화학제품 제조업,건축자재,36.34,10.77,0.59
1283,아모레퍼시픽,090430,기타 화학제품 제조업,화장품,89.76,368.97,3.48
1284,아이오케이,078860,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,,0.68
1285,동우팜투테이블,088910,"도축, 육류 가공 및 저장 처리업",식품,29.07,32.38,0.45
1286,롯데관광개발,032350,여행사 및 기타 여행보조 서비스업,"호텔,레스토랑,레저",-25.26,,3.84
1287,제이브이엠,054950,일반 목적용 기계 제조업,건강관리장비와용품,208.42,31.56,1.66
1288,평화산업,090080,자동차 신품 부품 제조업,자동차부품,46.67,,1.98
1289,우진플라임,049800,특수 목적용 기계 제조업,기계,-29.49,745.00,1.06
1290,팅크웨어,084730,통신 및 방송 장비 제조업,전자제품,41.38,32.91,1.11
1291,신세계I&C,035510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,3.62,0.78
1292,진바이오텍,086060,동물용 사료 및 조제식품 제조업,제약,99.58,51.90,0.99
1293,정산애강,022220,플라스틱제품 제조업,건축제품,-47.58,23.07,1.15
1294,진도,088790,기타 전문 도매업,"섬유,의류,신발,호화품",33.35,,0.49
1295,에이스테크,088800,통신 및 방송 장비 제조업,통신장비,-92.63,,9.35
1296,맥쿼리인프라,088980,신탁업 및 집합투자업,,8.14,,
1297,롯데쇼핑,023530,종합 소매업,백화점과일반상점,-28.81,,0.32
1298,셀트리온제약,068760,의약품 제조업,제약,99.58,438.07,21.75
1299,GST,083450,특수 목적용 기계 제조업,반도체와반도체장비,20.53,10.16,1.67
1300,에너토크,019990,일반 목적용 기계 제조업,기계,-29.49,37.44,1.11
1301,제우스,079370,특수 목적용 기계 제조업,반도체와반도체장비,20.53,20.82,1.15
1302,한일네트웍스,046110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",IT서비스,24.96,7.58,0.83
1303,뉴프렉스,085670,전자부품 제조업,전자장비와기기,65.66,,0.91
1304,유진테크,084370,특수 목적용 기계 제조업,반도체와반도체장비,20.53,157.34,3.70
1305,크리스탈지노믹스,083790,자연과학 및 공학 연구개발업,생명과학도구및서비스,38.27,,4.11
1306,바이오니아,064550,의료용품 및 기타 의약 관련제품 제조업,생물공학,-54.63,22.45,8.4
1307,헬릭스미스,084990,자연과학 및 공학 연구개발업,생물공학,-54.63,,4.06
1308,인콘,083640,통신 및 방송 장비 제조업,전자장비와기기,65.66,,1.36
1309,차바이오텍,085660,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,20.82,2.54
1310,현대글로비스,086280,기타 운송관련 서비스업,항공화물운송과물류,12.6,11.72,1.59
1311,대봉엘에스,078140,의약품 제조업,제약,99.58,17.14,1.1
1312,와이엔텍,067900,폐기물 처리업,해운사,116.29,10.84,1.78
1313,케이엠,083550,기타 섬유제품 제조업,반도체와반도체장비,20.53,3.87,1.04
1314,티비에이치글로벌,084870,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,,0.33
1315,수성,084180,일반 목적용 기계 제조업,기계,-29.49,,1.89
1316,하나금융지주,086790,기타 금융업,은행,4.87,4.49,0.35
1317,한국코퍼레이션,050540,기타 사업지원 서비스업,상업서비스와공급품,24.9,4.70,0.42
1318,제일연마,001560,기타 비금속 광물제품 제조업,비철금속,21.86,17.24,0.63
1319,모다이노칩,080420,"섬유, 의복, 신발 및 가죽제품 소매업",전자장비와기기,65.66,58.10,0.85
1320,비에이치아이,083650,일반 목적용 기계 제조업,기계,-29.49,14.92,1.03
1321,EMW,079190,통신 및 방송 장비 제조업,핸드셋,-202.0,274.70,2.93
1322,GV,045890,전구 및 조명장치 제조업,디스플레이장비및부품,86.49,,0.36
1323,현대리바트,079430,가구 제조업,가구,21.96,14.27,0.73
1324,비보존 헬스케어,082800,반도체 제조업,디스플레이장비및부품,86.49,,2.03
1325,자연과환경,043910,환경 정화 및 복원업,상업서비스와공급품,24.9,,1.63
1326,와토스코리아,079000,플라스틱제품 제조업,건축제품,-47.58,58.91,0.62
1327,대한제강,084010,1차 철강 제조업,철강,41.6,4.29,0.54
1328,인프라웨어,041020,소프트웨어 개발 및 공급업,소프트웨어,86.51,,2.77
1329,OQP,078590,자동차 신품 부품 제조업,자동차부품,46.67,,10.89
1330,서린바이오,038070,기타 전문 도매업,생물공학,-54.63,25.78,1.7
1331,새론오토모티브,075180,자동차 신품 부품 제조업,자동차부품,46.67,,0.58
1332,그린케미칼,083420,기타 화학제품 제조업,화학,69.0,29.01,2.76
1333,가비아,079940,소프트웨어 개발 및 공급업,IT서비스,24.96,17.86,2.46
1334,덕산하이메탈,077360,반도체 제조업,반도체와반도체장비,20.53,17.13,1.13
1335,아바코,083930,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,11.99,1.33
1336,하나마이크론,067310,반도체 제조업,반도체와반도체장비,20.53,,1.95
1337,엘오티베큠,083310,특수 목적용 기계 제조업,반도체와반도체장비,20.53,33.18,1.73
1338,코스나인,082660,통신 및 방송 장비 제조업,핸드셋,-202.0,,2.38
1339,이상네트웍스,080010,상품 중개업,인터넷과카탈로그소매,20.09,8.17,0.66
1340,대상홀딩스,084690,기타 금융업,식품,29.07,3.08,0.57
1341,아리온,058220,통신 및 방송 장비 제조업,전자제품,41.38,,0.02
1342,코아스,071950,가구 제조업,가구,21.96,17.05,1.47
1343,메디포스트,078160,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,,5.26
1344,우리바이오,082850,전구 및 조명장치 제조업,디스플레이장비및부품,86.49,11.57,2.12
1345,모두투어,080160,여행사 및 기타 여행보조 서비스업,"호텔,레스토랑,레저",-25.26,243.63,2.83
1346,이월드,084680,유원지 및 기타 오락관련 서비스업,"호텔,레스토랑,레저",-25.26,35.59,1.24
1347,동양고속,084670,육상 여객 운송업,도로와철도운송,54.64,4.97,0.54
1348,한미반도체,042700,특수 목적용 기계 제조업,반도체와반도체장비,20.53,22.63,3.84
1349,가온미디어,078890,통신 및 방송 장비 제조업,전자제품,41.38,30.41,1.21
1350,쏠리드,050890,통신 및 방송 장비 제조업,통신장비,-92.63,167.76,4.43
1351,동일산업,004890,1차 철강 제조업,철강,41.6,72.89,0.47
1352,옵트론텍,082210,사진장비 및 광학기기 제조업,전자장비와기기,65.66,40.18,2.16
1353,젬백스,082270,특수 목적용 기계 제조업,반도체와반도체장비,20.53,,9.42
1354,플랜티넷,075130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,86.51,24.46,0.77
1355,에스제이케이,080440,기타 전문 도매업,자동차부품,46.67,,0.50
1356,삼호개발,010960,기반조성 및 시설물 축조관련 전문공사업,건설,7.01,6.98,0.57
1357,금호타이어,073240,고무제품 제조업,자동차부품,46.67,,0.93
1358,이노와이어리스,073490,통신 및 방송 장비 제조업,통신장비,-92.63,23.03,3.37
1359,인베니아,079950,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,51.43,1.24
1360,동양이엔피,079960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기제품,206.26,5.72,0.63
1361,제주반도체,080220,반도체 제조업,반도체와반도체장비,20.53,,2.24
1362,한창산업,079170,1차 비철금속 제조업,비철금속,21.86,21.38,0.72
1363,디이엔티,079810,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,,6.62
1364,에스엔유,080000,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,16.79,1.14
1365,iMBC,052220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",방송과엔터테인먼트,-19.04,125.23,2.39
1366,서산,079650,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,,0.71
1367,KMH하이텍,052900,플라스틱제품 제조업,반도체와반도체장비,20.53,28.39,1.17
1368,손오공,066910,기타 전문 도매업,레저용장비와제품,-33.68,,1.98
1369,미래컴퍼니,049950,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,29.16,2.89
1370,아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",통신장비,-92.63,229.71,1.71
1371,CJ CGV,079160,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,,2.33
1372,일진다이아,081000,기타 화학제품 제조업,비철금속,21.86,103.78,4.07
1373,메가스터디,072870,"서적, 잡지 및 기타 인쇄물 출판업",교육서비스,-19.84,9.17,0.48
1374,케이에스피,073010,일반 목적용 기계 제조업,조선,-22.0,42.16,2.35
1375,KG모빌리언스,046440,소프트웨어 개발 및 공급업,IT서비스,24.96,19.30,1.33
1376,대주전자재료,078600,전자부품 제조업,전자장비와기기,65.66,149.84,7.91
1377,텔레칩스,054450,반도체 제조업,반도체와반도체장비,20.53,25.90,1.98
1378,HB테크놀러지,078150,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,11.75,1.12
1379,도이치모터스,067990,자동차 판매업,전문소매,-15.23,9.27,0.74
1380,유니드,014830,기초 화학물질 제조업,화학,69.0,7.14,0.63
1381,토비스,051360,영상 및 음향기기 제조업,디스플레이장비및부품,86.49,180.98,0.59
1382,제넨바이오,072520,폐기물 처리업,상업서비스와공급품,24.9,,8.52
1383,상신브레이크,041650,자동차 신품 부품 제조업,자동차부품,46.67,27.84,0.63
1384,국일제지,078130,기타 종이 및 판지 제품 제조업,종이와목재,41.06,,12.37
1385,DMS,068790,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,12.59,1.04
1386,인팩,023810,자동차 신품 부품 제조업,자동차부품,46.67,,0.78
1387,코드네이처,078940,전기 및 통신 공사업,에너지장비및서비스,-35.73,,3.31
1388,시너지이노베이션,048870,의료용 기기 제조업,건강관리장비와용품,208.42,63.00,2.85
1389,신성델타테크,065350,가정용 기기 제조업,가정용기기와용품,15.82,72.03,1.9
1390,GS,078930,기타 금융업,석유와가스,-13.96,6.77,0.41
1391,유니퀘스트,077500,기계장비 및 관련 물품 도매업,반도체와반도체장비,20.53,25.00,1.59
1392,다스코,058730,"구조용 금속제품, 탱크 및 증기발생기 제조업",건축제품,-47.58,42.16,0.63
1393,한국경제TV,039340,텔레비전 방송업,방송과엔터테인먼트,-19.04,8.11,1.0
1394,LG디스플레이,034220,전자부품 제조업,디스플레이패널,-3.72,,0.74
1395,다날,064260,소프트웨어 개발 및 공급업,IT서비스,24.96,30.91,1.43
1396,텔코웨어,078000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",소프트웨어,86.51,41.61,0.61
1397,형지I&C,011080,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,,3.01
1398,휘닉스소재,050090,전자부품 제조업,디스플레이장비및부품,86.49,,2.16
1399,코엔텍,029960,폐기물 처리업,상업서비스와공급품,24.9,18.78,3.0
1400,YBM넷,057030,교육지원 서비스업,교육서비스,-19.84,62.28,2.56
1401,CS,065770,통신 및 방송 장비 제조업,통신장비,-92.63,"2,680.00",2.29
1402,아미노로직스,074430,기타 전문 도매업,제약,99.58,,4.51
1403,테라젠이텍스,066700,의약품 제조업,제약,99.58,7.98,0.73
1404,디에이피,066900,전자부품 제조업,전자장비와기기,65.66,28.84,0.72
1405,한양디지텍,078350,반도체 제조업,반도체와반도체장비,20.53,,1.71
1406,STX엔진,077970,일반 목적용 기계 제조업,조선,-22.0,9.57,0.82
1407,동국알앤에스,075970,기타 비금속 광물제품 제조업,비철금속,21.86,21.93,0.74
1408,라이트론,069540,통신 및 방송 장비 제조업,통신장비,-92.63,21.48,1.75
1409,듀오백,073190,가구 제조업,가구,21.96,,2.61
1410,삼진엘앤디,054090,그외 기타 제품 제조업,디스플레이장비및부품,86.49,162.44,1.00
1411,에스텍파마,041910,의약품 제조업,제약,99.58,12.57,1.26
1412,NICE,034310,회사 본부 및 경영 컨설팅 서비스업,상업서비스와공급품,24.9,255.07,0.94
1413,대교,019680,초등 교육기관,교육서비스,-19.84,24.40,0.58
1414,에이팸,073070,자동차 신품 부품 제조업,자동차부품,46.67,,0.90
1415,한류타임즈,039670,"서적, 잡지 및 기타 인쇄물 출판업",출판,30.57,14.84,1.33
1416,세진티에스,067770,전자부품 제조업,디스플레이장비및부품,86.49,27.59,1.1
1417,한솔인티큐브,070590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT서비스,24.96,18.29,1.76
1418,WI,073570,특수 목적용 기계 제조업,반도체와반도체장비,20.53,162.50,3.02
1419,테라사이언스,073640,기타 금속 가공제품 제조업,기계,-29.49,,4.30
1420,우주일렉트로,065680,전자부품 제조업,핸드셋,-202.0,25.89,1.44
1421,필로시스헬스케어,057880,"섬유, 의복, 신발 및 가죽제품 소매업",건강관리장비와용품,208.42,,3.12
1422,기업은행,024110,은행 및 저축기관,은행,4.87,4.33,0.28
1423,이엔플러스,074610,일반 목적용 기계 제조업,기계,-29.49,,3.28
1424,드림어스컴퍼니,060570,기타 전문 도매업,방송과엔터테인먼트,-19.04,,2.54
1425,버킷스튜디오,066410,"영화, 비디오물, 방송프로그램 제작 및 배급업",IT서비스,24.96,,1.31
1426,아프리카TV,067160,소프트웨어 개발 및 공급업,양방향미디어와서비스,136.4,27.85,6.65
1427,원익QnC,074600,유리 및 유리제품 제조업,반도체와반도체장비,20.53,15.54,2.16
1428,로체시스템즈,071280,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,12.43,1.34
1429,에버다임,041440,특수 목적용 기계 제조업,기계,-29.49,533.33,0.44
1430,에스텍,069510,영상 및 음향기기 제조업,전자장비와기기,65.66,11.92,0.61
1431,오텍,067170,자동차 재제조 부품 제조업,가정용기기와용품,15.82,216.39,1.29
1432,키이스트,054780,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,45.25,6.42
1433,한솔홈데코,025750,제재 및 목재 가공업,건축자재,36.34,,1.06
1434,중앙백신,072020,기초 의약물질 및 생물학적 제제 제조업,제약,99.58,33.70,1.84
1435,휴비츠,065510,의료용 기기 제조업,건강관리장비와용품,208.42,11.88,1.00
1436,우리산업홀딩스,072470,자동차 신품 부품 제조업,자동차부품,46.67,625.52,0.87
1437,디지털대성,068930,일반 교습 학원,교육서비스,-19.84,14.43,1.65
1438,코스온,069110,기타 화학제품 제조업,화장품,89.76,,0.90
1439,이수페타시스,007660,전자부품 제조업,전자장비와기기,65.66,,1.76
1440,강원랜드,035250,유원지 및 기타 오락관련 서비스업,"호텔,레스토랑,레저",-25.26,15.69,1.35
1441,유아이디,069330,전자부품 제조업,디스플레이장비및부품,86.49,,0.66
1442,티씨케이,064760,기타 비금속 광물제품 제조업,반도체와반도체장비,20.53,33.87,7.55
1443,YG PLUS,037270,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",방송과엔터테인먼트,-19.04,,3.87
1444,아모텍,052710,전자부품 제조업,핸드셋,-202.0,"1,020.11",1.86
1445,농심홀딩스,072710,기타 금융업,식품,29.07,5.59,0.36
1446,웰크론,065950,직물직조 및 직물제품 제조업,건설,7.01,,2.22
1447,파워로직스,047310,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기제품,206.26,5.95,1.37
1448,한국금융지주,071050,기타 금융업,증권,6.53,7.92,0.95
1449,네스엠,056000,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,,2.33
1450,이라이콤,041520,상품 중개업,디스플레이장비및부품,86.49,11.94,0.8
1451,녹원씨엔아이,065560,인쇄 및 인쇄관련 산업,화학,69.0,,1.42
1452,유엔젤,072130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",IT서비스,24.96,,1.13
1453,SBS,034120,텔레비전 방송업,방송과엔터테인먼트,-19.04,20.66,0.68
1454,홈캐스트,064240,영상 및 음향기기 제조업,전자제품,41.38,,1.16
1455,씨씨에스,066790,텔레비전 방송업,방송과엔터테인먼트,-19.04,,1.43
1456,웹젠,069080,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,21.67,3.02
1457,엔씨소프트,036570,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,40.19,6.59
1458,하이스틸,071090,1차 철강 제조업,철강,41.6,"1,357.01",0.34
1459,대화제약,067080,의약품 제조업,제약,99.58,81.63,2.83
1460,우수AMS,066590,자동차 신품 부품 제조업,자동차부품,46.67,635.73,2.97
1461,JW신약,067290,의약품 제조업,제약,99.58,154.43,3.33
1462,하츠,066130,가정용 기기 제조업,가정용기기와용품,15.82,22.20,1.5
1463,SBS콘텐츠허브,046140,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,33.64,0.84
1464,빅텍,065450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",우주항공과국방,50.8,73.27,4.39
1465,탑엔지니어링,065130,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,4.43,0.72
1466,DSR제강,069730,1차 철강 제조업,철강,41.6,12.38,0.46
1467,이루온,065440,소프트웨어 개발 및 공급업,IT서비스,24.96,82.12,1.20
1468,태경케미컬,006890,기초 화학물질 제조업,화학,69.0,14.07,1.36
1469,재영솔루텍,049630,사진장비 및 광학기기 제조업,핸드셋,-202.0,11.97,1.34
1470,한국큐빅,021650,플라스틱제품 제조업,자동차부품,46.67,9.21,1.08
1471,인터플렉스,051370,전자부품 제조업,전자장비와기기,65.66,,1.56
1472,메디프론,065650,기계장비 및 관련 물품 도매업,컴퓨터와주변기기,-34.95,,6.35
1473,삼영이엔씨,065570,통신 및 방송 장비 제조업,조선,-22.0,,1.08
1474,브레인콘텐츠,066980,기타 정보 서비스업,IT서비스,24.96,214.29,1.64
1475,리더스코스메틱,016100,기타 화학제품 제조업,화장품,89.76,,2.02
1476,한농화성,011500,기타 화학제품 제조업,화학,69.0,20.18,1.92
1477,케이피엠테크,042040,기타 화학제품 제조업,화학,69.0,,2.31
1478,엘앤에프,066970,일차전지 및 축전지 제조업,전기제품,206.26,,15.10
1479,디스플레이텍,066670,전자부품 제조업,핸드셋,-202.0,17.29,0.5
1480,와이오엠,066430,기타 전문 도매업,화학,69.0,,2.10
1481,초록뱀,047820,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,35.47,2.75
1482,에프앤리퍼블릭,064090,상품 종합 도매업,화장품,89.76,,1.14
1483,쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업,생물공학,-54.63,31.85,1.4
1484,NE능률,053290,"서적, 잡지 및 기타 인쇄물 출판업",교육서비스,-19.84,67.88,0.76
1485,바른전자,064520,반도체 제조업,반도체와반도체장비,20.53,,1.31
1486,현대백화점,069960,종합 소매업,백화점과일반상점,-28.81,16.78,0.43
1487,KG이니시스,035600,소프트웨어 개발 및 공급업,IT서비스,24.96,12.42,1.74
1488,넥스트BT,065170,음·식료품 및 담배 도매업,제약,99.58,,2.08
1489,대호에이엘,069460,1차 비철금속 제조업,비철금속,21.86,,2.30
1490,파라다이스,034230,유원지 및 기타 오락관련 서비스업,"호텔,레스토랑,레저",-25.26,98.14,1.15
1491,대웅제약,069620,의약품 제조업,제약,99.58,78.45,3.06
1492,젬백스지오,041590,실내건축 및 건축마무리 공사업,에너지장비및서비스,-35.73,,0.65
1493,마니커,027740,"도축, 육류 가공 및 저장 처리업",식품,29.07,,1.24
1494,S&T홀딩스,036530,기타 금융업,자동차부품,46.67,5.42,0.28
1495,휴켐스,069260,기타 화학제품 제조업,화학,69.0,19.13,1.3
1496,새로닉스,042600,전자부품 제조업,디스플레이장비및부품,86.49,55.95,1.88
1497,세종공업,033530,자동차 신품 부품 제조업,자동차부품,46.67,41.96,0.61
1498,오리엔트정공,065500,자동차 신품 부품 제조업,자동차부품,46.67,,3.42
1499,대한그린파워,060900,기타 화학제품 제조업,석유와가스,-13.96,,4.82
1500,국보디자인,066620,실내건축 및 건축마무리 공사업,건설,7.01,9.12,1.05
1501,아이톡시,052770,소프트웨어 개발 및 공급업,게임엔터테인먼트,37.25,,4.52
1502,에스아이리소스,065420,석탄 광업,석유와가스,-13.96,,3.52
1503,젬백스링크,064800,"섬유, 의복, 신발 및 가죽제품 소매업","섬유,의류,신발,호화품",33.35,12.72,0.8
1504,포스코강판,058430,1차 철강 제조업,비철금속,21.86,23.14,0.47
1505,리노스,039980,"섬유, 의복, 신발 및 가죽제품 소매업","섬유,의류,신발,호화품",33.35,,0.62
1506,현대바이오,048410,기타 화학제품 제조업,화장품,89.76,"1,381.02",22.63
1507,삼성출판사,068290,"서적, 잡지 및 기타 인쇄물 출판업",문구류,4.59,64.96,2.53
1508,세이브존I&C,067830,종합 소매업,백화점과일반상점,-28.81,10.83,0.27
1509,에스피지,058610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기제품,206.26,19.10,1.26
1510,토탈소프트,045340,소프트웨어 개발 및 공급업,운송인프라,-23.27,56.66,11.6
1511,교보증권,030610,금융 지원 서비스업,증권,6.53,4.01,0.39
1512,서호전기,065710,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",소프트웨어,86.51,11.40,1.4
1513,파커스,065690,반도체 제조업,컴퓨터와주변기기,-34.95,,0.48
1514,한샘,009240,생활용품 도매업,가구,21.96,38.10,3.19
1515,한프,066110,컴퓨터 및 주변장치 제조업,컴퓨터와주변기기,-34.95,,0.83
1516,서울리거,043710,기타 전문 도매업,건강관리업체및서비스,-57.53,,0.58
1517,홈센타홀딩스,060560,기타 전문 도매업,건축자재,36.34,134.57,0.99
1518,아비코전자,036010,전자부품 제조업,전기제품,206.26,,0.97
1519,큐렉소,060280,기타 상품 전문 소매업,판매업체,-13.71,,6.12
1520,제낙스,065620,1차 철강 제조업,비철금속,21.86,,10.41
1521,이그잭스,060230,전자부품 제조업,전자장비와기기,65.66,,1.79
1522,우원개발,046940,기반조성 및 시설물 축조관련 전문공사업,건설,7.01,5.70,1.09
1523,티사이언티픽,057680,소프트웨어 개발 및 공급업,양방향미디어와서비스,136.4,110.17,3.22
1524,신세계건설,034300,건물 건설업,건설,7.01,20.20,0.99
1525,인선이엔티,060150,폐기물 처리업,상업서비스와공급품,24.9,14.78,2.07
1526,전파기지국,065530,전기 통신업,무선통신서비스,13.56,117.69,3.08
1527,SM Life Design,063440,기록매체 복제업,방송과엔터테인먼트,-19.04,,2.53
1528,우신시스템,017370,특수 목적용 기계 제조업,자동차부품,46.67,63.11,0.83
1529,지어소프트,051160,소프트웨어 개발 및 공급업,식품과기본식료품소매,128.99,53.32,16.2
1530,지엔코,065060,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,,0.98
1531,셀루메드,049180,기초 의약물질 및 생물학적 제제 제조업,건강관리장비와용품,208.42,,28.04
1532,KH바텍,060720,전자부품 제조업,핸드셋,-202.0,,2.00
1533,알에프텍,061040,통신 및 방송 장비 제조업,핸드셋,-202.0,,1.52
1534,에스폴리텍,050760,플라스틱제품 제조업,화학,69.0,8.51,1.45
1535,이랜텍,054210,전자부품 제조업,핸드셋,-202.0,15.31,1.15
1536,라이브플렉스,050120,생활용품 도매업,레저용장비와제품,-33.68,,0.58
1537,케이피티유,054410,기타 금속 가공제품 제조업,비철금속,21.86,58.45,1.24
1538,3S,060310,특수 목적용 기계 제조업,기계,-29.49,,3.67
1539,LG전자,066570,통신 및 방송 장비 제조업,전자제품,41.38,36.38,1.93
1540,화일약품,061250,의약품 제조업,제약,99.58,53.64,1.55
1541,오상자이엘,053980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,86.51,17.11,2.04
1542,한국콜마홀딩스,024720,기타 금융업,화장품,89.76,11.00,1.05
1543,농우바이오,054050,작물 재배업,생물공학,-54.63,23.84,0.9
1544,케이엘넷,039420,전기 통신업,IT서비스,24.96,23.84,2.1
1545,S&T모티브,064960,자동차 신품 부품 제조업,자동차부품,46.67,15.95,1.24
1546,에스티아이,039440,특수 목적용 기계 제조업,반도체와반도체장비,20.53,19.90,1.65
1547,잉크테크,049550,기타 화학제품 제조업,컴퓨터와주변기기,-34.95,,1.85
1548,대한뉴팜,054670,의약품 제조업,제약,99.58,14.43,3.56
1549,씨티씨바이오,060590,의약품 제조업,제약,99.58,,1.70
